Name,Average User Rating,User Rating Count,Price,In-app Purchases,Developer,Age Rating,Size,Genres,Original Release Date
World War 2: Axis vs Allies,,,0.0,"49.99, 4.99, 4.99, 9.99, 9.99, 0.99, 4.99",Skyboard,12+,330417152.0,"Games, Role Playing, Strategy, Education",19/09/2017
United Legends,4.5,2328.0,0.0,"19.99, 9.99, 19.99, 4.99, 9.99, 4.99, 0.99, 49.99, 99.99, 9.99",NoGame Ltd,9+,179110912.0,"Games, Strategy",6/07/2018
Brave Legends: Heroes Awaken,5.0,195.0,0.0,"0.99, 9.99, 19.99, 5.99, 4.99, 49.99, 99.99, 8.99, 18.99",Unlock Game,9+,301177856.0,"Games, Role Playing, Strategy, Entertainment",18/10/2017
Industry City\xae,,,11.99,2.99,Domyung Kim,4+,57816064.0,"Games, Finance, Simulation, Strategy",7/09/2017
World War 1914,4.0,494.0,0.0,"0.99, 4.99, 0.99",bo li,12+,224327680.0,"Games, Strategy, Education, Simulation",8/09/2017
Magnate Club,,,1.99,4.99,Silicon Sapphire,4+,665720832.0,"Games, Simulation, Strategy, Business",23/09/2017
Pic to Word : Vocabulary Learn,,,0.0,"3.99, 1.99, 0.99",Kitiya Ruanpor,4+,14242816.0,"Games, Strategy, Word",8/09/2017
Bounce - Lite,,,0.0,,Michael Sanie,4+,12505088.0,"Games, Strategy, Casual",9/09/2017
Drive The Mad Taxi Traffic Car,,,0.0,,Archana Madhak,4+,5230592.0,"Games, Strategy, Entertainment, Racing",30/09/2017
Kitty Is Lost - Find The Kitty,,,0.0,,Archana Madhak,4+,5398528.0,"Games, Entertainment, Strategy, Family",30/09/2017
Thor Defense,3.5,5.0,0.0,"4.99, 4.99, 2.99, 4.99, 9.99, 11.99, 4.99, 19.99, 19.99, 24.99, 9.99, 7.99",ICANDY GAMES LTD,9+,217107456.0,"Games, Action, Entertainment, Strategy",23/09/2017
Match The Different Candy,,,0.0,,Archana Madhak,4+,6475776.0,"Games, Entertainment, Strategy, Puzzle",14/10/2017
Once Upon a Crime,,,0.0,,Spark Innovations Corp,17+,24412160.0,"Entertainment, Adventure, Games, Strategy",21/09/2017
Mbali,,,0.0,,Vusi Mbongo,4+,5200896.0,"Games, Puzzle, Strategy",20/09/2017
Knight Joust Idle Tycoon,4.5,7.0,0.0,"1.99, 19.99, 9.99, 6.99",FGL Indie Showcase,9+,104445952.0,"Games, Adventure, Strategy, Entertainment",25/01/2018
Chess - Learn & Train,,,0.0,,Angim Saengow,4+,78772224.0,"Games, Strategy, Board, Entertainment",13/09/2017
Paladins Strike,4.0,1679.0,0.0,"2.99, 8.99, 4.99, 0.99, 26.99, 9.99, 44.99, 13.99, 89.99, 29.99",Hi-Rez Studios,12+,1316330496.0,"Games, Strategy, Action",25/04/2018
You Have To Survival,4.0,12.0,0.0,,Paul Shaw,4+,64199680.0,"Games, Strategy, Adventure, Entertainment",27/09/2017
Cafeteria Nipponica SP,4.5,66.0,0.0,4.99,"Kairosoft Co.,Ltd",4+,247164928.0,"Games, Simulation, Entertainment, Strategy",13/09/2017
Karl2,4.0,30.0,0.0,"4.99, 2.99, 2.99, 2.99, 2.99, 1.99, 1.99, 2.99, 0.99, 1.99",111%,4+,87988224.0,"Games, Entertainment, Strategy, Casual",24/09/2017
Jachtseizoen,,,0.0,,StukTV,4+,62257152.0,"Games, Strategy",20/09/2017
FantaLiveSerieA,,,0.0,,Alberto Spadetto,17+,92495872.0,"Sports, Games, Strategy, Sports",15/09/2017
Basketball Dunk,,,0.0,,Lee Gray,4+,23135232.0,"Games, Entertainment, Strategy, Sports",11/09/2017
TakTile,,,0.0,,Femaso Holdings Pty Ltd,4+,14650368.0,"Games, Strategy, Puzzle",22/09/2017
Tiles Fall,,,0.0,1.99,Mudotek Mobile Games,4+,74984448.0,"Games, Board, Strategy, Entertainment",19/10/2017
3D Farm Tractor Transport,,,0.0,,Nam Nguyen Ngoc,4+,165898240.0,"Games, Strategy, Entertainment, Adventure",15/10/2017
Phases Stars,,,0.0,2.99,Randel Parkinson,4+,18283520.0,"Games, Strategy, Adventure",14/09/2017
Legend of Solgard,4.5,14873.0,0.0,"4.99, 9.99, 19.99, 4.99, 1.99, 9.99, 99.99, 49.99, 14.99, 19.99",King,9+,280815616.0,"Games, Strategy, Role Playing",17/08/2018
Sweet Candy Blocks,,,0.0,,Loi Vo,4+,24878080.0,"Games, Puzzle, Strategy",20/09/2017
Fun With Flags Fun Edition,,,0.0,,Lee Gray,4+,24292352.0,"Games, Entertainment, Strategy, Puzzle",2/10/2017
3D Army tank transport,,,0.0,,Nam Nguyen Ngoc,4+,166754304.0,"Games, Entertainment, Strategy, Action",6/10/2017
Boogie bouncer,,,0.99,,Raj Rani,4+,25654272.0,"Games, Puzzle, Strategy",13/09/2017
Tower AR,,,2.99,,Wojciech Rutkowski,9+,519228416.0,"Games, Action, Entertainment, Strategy",5/10/2017
SWGOH Tools,3.0,19.0,0.0,,Francesco Renzi,4+,36243456.0,"Productivity, Games, Role Playing, Strategy",12/09/2017
Ninjas vs Pirates,,,0.0,,Jonathan Strong,4+,19339264.0,"Games, Strategy, Casual",19/09/2017
Glory.io,2.0,17.0,0.0,,zakaria fathy,9+,18007040.0,"Games, Entertainment, Strategy, Action",11/09/2017
Clash Defense,,,0.0,"3.99, 7.99, 15.99, 31.99, 0.99, 0.99, 1.99, 2.99, 2.99, 0.99",Fatih Turker,9+,139645952.0,"Games, Strategy",18/10/2017
Shadow Jets Paper plane Survival,,,0.0,4.99,Chris Goinks,4+,19140608.0,"Games, Casual, Entertainment, Strategy",13/09/2017
Finger mini soccer pocket,,,0.0,1.99,Belen Gonzalez,4+,94288896.0,"Games, Sports, Strategy, Sports",21/09/2017
Taifho,,,0.0,,Dariusz Lipowski,4+,44814336.0,"Games, Board, Strategy",12/03/2019
Army Port-Ship Crazy Driver,,,0.0,,Muhammad Imran Akhtar,4+,109232128.0,"Games, Strategy, Simulation, Entertainment",17/09/2017
Starlight Tactics Unlimited,4.5,10.0,0.0,"19.99, 4.99, 0.99, 9.99, 99.99, 39.99","Escape Hatch Entertainment, LLC",9+,776042496.0,"Games, Simulation, Strategy",13/12/2017
Bonc,,,0.0,,Omri Stein,9+,65690624.0,"Games, Action, Strategy, Social Networking",19/09/2017
"""Providence~Olympus' Firmament~""",,,0.0,"0.99, 1.99, 4.99, 2.99",Enlightion Limited,12+,359165952.0,"Games, Strategy",7/01/2018
Tactical Assault Commander,4.5,8.0,0.0,0.99,orbosphere,12+,1171739648.0,"Games, Action, Strategy",15/11/2017
Stadium City \u2122,,,11.99,4.99,Domyung Kim,4+,63699968.0,"Games, Simulation, Education, Strategy",14/09/2017
Global Tank Battle Conquest,,,0.0,,Syed Hassan,4+,79949824.0,"Games, Strategy, Simulation",19/09/2017
Star Fall: a puzzle quest,,,0.0,,Eric van Eldik,4+,291391488.0,"Games, Strategy, Puzzle",16/09/2017
Drop Blocks Deluxe,,,0.0,,Liu ShunE,4+,48384000.0,"Games, Strategy, Puzzle",15/09/2017
Push Blocks,,,2.99,,Bruno Barrientos,4+,18919424.0,"Games, Puzzle, Entertainment, Strategy",14/09/2017
Star Fall: a puzzle quest Plus,,,0.99,,Eric van Eldik,4+,291362816.0,"Games, Strategy, Puzzle",16/09/2017
Kikii On The Run,,,0.0,,Divertise Asia,9+,276922368.0,"Games, Strategy",18/10/2017
Angry Zombies - for AR,,,0.99,,\u4e0a\u6d77\u95fb\u5b87\u7f51\u7edc\u79d1\u6280\u6709\u9650\u516c\u53f8,17+,137409536.0,"Games, Strategy, Family",19/09/2017
Galaxy Reborn: Second Empire,4.5,45.0,0.0,"16.99, 0.99, 8.99, 4.99","Munkeez, LLC",4+,46008320.0,"Games, Strategy",4/01/2018
3D Bus Garage Repairing Game,,,0.0,,Nam Nguyen Ngoc,4+,130714624.0,"Games, Entertainment, Adventure, Strategy",13/10/2017
Trump In Paradise,,,0.0,,Maria Cristina Cabildo Lee,4+,86250496.0,"Games, Adventure, Entertainment, Strategy",20/09/2017
Three Rings - \u65b0\u611f\u899a3D\u30b7\u30e5\u30fc\u30c6\u30a3\u30f3\u30b0,,,0.0,,Yusuke Nakajima,9+,272613376.0,"Games, Action, Strategy",3/10/2017
DAS B\xd6RSENSPIEL,,,0.0,,ByteWorx GmbH,17+,29195264.0,"Finance, Simulation, Games, Strategy",18/09/2017
\xa1TicTacToe!,,,0.0,,Adrian Hernandez Medina,4+,12253184.0,"Games, Strategy",19/09/2017
Axis & Allies 1942 - AA Tool,1.5,8.0,0.99,7.99,Pavel Braun,4+,18792448.0,"Productivity, Board, Strategy, Games",16/09/2017
Push Blocks (Lite),,,0.0,"0.99, 1.99, 0.99",Bruno Barrientos,4+,20353024.0,"Games, Puzzle, Entertainment, Strategy",22/09/2017
Tic Tac Toe Stickers & Game,2.5,16.0,0.0,,Ricky Weiss,4+,1330176.0,"Stickers, Strategy, Gaming, Family, Games, Kids & Family",19/09/2017
Port-Loader Ship Driving Craze,,,0.0,,Sidra Jamshaid,4+,110878720.0,"Games, Strategy, Simulation, Entertainment",21/12/2017
TANKY TANKS,4.5,11.0,0.0,,Trevor Von Ryan,4+,158310400.0,"Games, Strategy, Action, Entertainment",23/09/2017
Antworld - Rise of the Queen,4.5,20.0,0.0,"1.99, 4.99, 8.99, 0.99, 1.99, 1.99, 4.99, 8.99, 0.99, 1.99",Pawel Wieczorek,4+,283133952.0,"Games, Entertainment, Strategy, Adventure",25/11/2017
Boonk Gang Run,3.5,7.0,0.0,,zakaria fathy,4+,40254464.0,"Games, Entertainment, Strategy, Action",17/09/2017
AirportPRG,4.5,22.0,0.0,,Jakub Kadlec,4+,306273280.0,"Games, Simulation, Strategy",1/12/2017
Fide Elo,,,0.0,,Gabriel Minarik,4+,22991872.0,"Games, Strategy, Reference, Board",19/09/2017
Treacherous Trail,4.5,35.0,0.0,,Matt Petroziello,12+,19053568.0,"Games, Role Playing, Strategy",19/09/2017
Knightfall\u2122 AR,4.0,171.0,0.0,,A&E Television Networks Mobile,12+,847825920.0,"Entertainment, Strategy, Games",19/09/2017
Ultimate Initiative Tracker,,,2.99,,Michael Belanger,4+,57132032.0,"Games, Strategy, Role Playing",17/11/2017
Poker Caddy - Quizzes & Tools,4.0,18.0,0.0,"4.99, 1.99",David Dempsey,4+,32250880.0,"Education, Card, Games, Strategy",22/09/2017
Dangerous Basement Rush,4.0,28.0,0.0,,Arleen Johnson,9+,74546176.0,"Games, Strategy, Puzzle, Entertainment",19/09/2017
Nerdy Girl Dentist Braces Game,,,0.0,4.99,Rock Paper Scissors Games,12+,109192192.0,"Games, Medical, Strategy, Role Playing",17/11/2017
Ball Rush,,,0.0,"1.99, 3.99, 9.99, 1.99",Richard Poole,4+,282456064.0,"Games, Strategy, Action",9/10/2017
Edge of Gravity,,,0.0,"1.99, 0.99",GammaLateral LLC,4+,29266944.0,"Games, Strategy, Puzzle",3/10/2017
Sweet Storm,,,0.0,,Liu ShunE,4+,48744448.0,"Games, Puzzle, Strategy",19/09/2017
Shrinker,,,0.0,,Raushan Duisenova,4+,82811904.0,"Games, Action, Strategy, Entertainment",9/04/2018
HTL - Hold the Line,,,0.0,,"Numatix, LLC",4+,26512384.0,"Games, Strategy, Entertainment, Action",21/09/2017
Port Royal Checkers,,,0.0,,Gizzada,4+,59128832.0,"Games, Board, Entertainment, Strategy",21/10/2017
Port Royal Checkers,,,0.0,,Gizzada,4+,59128832.0,"Games, Board, Entertainment, Strategy",21/10/2017
Train City Seoul \xae,,,11.99,4.99,Domyung Kim,4+,66149376.0,"Games, Simulation, Travel, Strategy",20/09/2017
Global Command 2,,,0.99,,"Burning Ember Software, Inc.",4+,34879488.0,"Games, Strategy",1/07/2018
Scorer Terraforming Mars,2.5,7.0,0.0,,Eunsub Lee,4+,22834176.0,"Games, Strategy, Board, Entertainment",22/09/2017
Check Match,,,0.0,"0.99, 0.99, 1.99",Nabodi Kieribo,4+,42039296.0,"Games, Entertainment, Strategy, Card",6/09/2018
Wall Switcher,,,0.0,,Nick Rizzo,9+,37758976.0,"Games, Entertainment, Strategy, Casual",21/09/2017
Galaxy Shooter-Space War Game,5.0,12.0,0.0,1.99,ZanGames,9+,85327872.0,"Games, Entertainment, Casual, Strategy",30/09/2017
Chess \u2218,4.0,40.0,0.0,2.99,Puzzle Games Factory,4+,98984960.0,"Games, Strategy, Board, Entertainment",5/04/2018
Alpha-Beta,4.0,51.0,0.0,"3.99, 1.99, 2.99, 0.99, 1.99",111%,4+,122918912.0,"Games, Entertainment, Strategy, Casual",11/12/2017
Pocket Cowboys,5.0,25.0,0.0,"4.99, 9.99, 9.99, 19.99, 4.99, 0.99",Foxglove Studios AB,12+,264051712.0,"Games, Board, Strategy",11/04/2019
Puble.io,,,0.0,,Yitschak Ben-Ezra,4+,26053632.0,"Games, Entertainment, Strategy, Action",23/10/2017
SpikyBall,,,0.0,,Justin Bare,4+,21464064.0,"Games, Puzzle, Entertainment, Strategy",22/09/2017
DEAD 2048,4.0,65.0,0.0,"1.99, 4.99, 4.99, 1.99, 1.99, 19.99, 9.99, 1.99, 4.99",Cogoo Inc.,12+,273367040.0,"Games, Entertainment, Strategy, Board",13/12/2017
Pivotol,3.5,68.0,0.0,"2.99, 4.99, 9.99",Radiangames,4+,93884416.0,"Games, Puzzle, Strategy",18/10/2018
Haunted House TD,,,0.0,"0.99, 9.99, 4.99, 2.99",Minidragon,9+,547061760.0,"Games, Action, Entertainment, Strategy",25/10/2017
Dark Killer,,,0.0,,Wei Lee,9+,47581184.0,"Games, Lifestyle, Adventure, Strategy",22/09/2017
Balls Battle,,,0.0,,He Jing,4+,28768256.0,"Games, Racing, Entertainment, Strategy",27/09/2017
Se Buscan H\xe9roes,,,0.0,,Cleventy,4+,8446976.0,"Games, Entertainment, Strategy",21/09/2017
Farm Dream: Farming Sim Game,4.5,275.0,0.0,"13.99, 4.99, 8.99, 8.99, 22.99, 2.99, 8.99, 6.99, 13.99, 8.99",Sparkling Society,4+,157373440.0,"Games, Simulation, Entertainment, Strategy",22/12/2017
Snow Town - Ice Village World,4.5,180.0,0.0,"4.99, 1.99, 1.99, 1.99, 4.99, 12.99, 4.99, 1.99, 12.99, 4.99",Sparkling Society,4+,129943552.0,"Games, Lifestyle, Simulation, Strategy",27/08/2018
Valor WOLF,5.0,6.0,0.0,"4.99, 19.99, 9.99, 49.99, 99.99",Quark Games LLC,12+,63085568.0,"Games, Entertainment, Strategy, Role Playing",14/12/2017
Wiz Bridge + Card Game,4.0,138.0,0.0,"6.99, 3.99, 2.99, 0.99, 49.99",Breva Bridge Card Game Ltd,4+,135400448.0,"Games, Education, Card, Strategy",26/10/2018
41 Holes,,,1.99,,Pankaj Ladhe,4+,18789376.0,"Games, Board, Strategy, Sports",28/09/2017
Air Defense,,,0.0,,Sallie Crocker,4+,5768192.0,"Games, Strategy, Entertainment, Casual",22/09/2017
Mine Field AR,,,1.99,,Play-Em,4+,84412416.0,"Games, Puzzle, Entertainment, Strategy",22/09/2017
Puzzle Bomb,,,0.0,,Jacky Chen,4+,50144256.0,"Games, Strategy, Entertainment, Puzzle",26/09/2017
ColorMixFun,,,0.0,,"Beijing Digital Grid Technology Co.,Ltd.",4+,34724864.0,"Games, Puzzle, Education, Strategy",9/04/2018
Chibi Princess Drawing,,,0.0,0.99,Qiaoling Zhang,4+,40893440.0,"Games, Entertainment, Puzzle, Strategy",26/09/2017
Innovetica - CCG Online,,,0.0,,Millform Ltd,17+,481951744.0,"Games, Card, Strategy, Entertainment",12/03/2018
Help Police Out,,,0.0,,Liu ShunE,4+,49207296.0,"Games, Strategy, Puzzle",21/09/2017
Wood Puzzle - Fun Blitz Game,4.0,13.0,0.0,,yongbao lu,4+,24885248.0,"Games, Puzzle, Strategy",10/11/2017
Dungeons of Hell,,,0.0,1.99,"GoldenGod Games, Lda",9+,117830656.0,"Games, Action, Strategy",19/10/2017
Battle Arena: RPG MOBA game,5.0,195.0,0.0,"4.99, 0.99, 9.99, 19.99, 4.99, 2.99, 9.99, 4.99, 19.99, 9.99",RED BRIX WALL LIMITED,12+,128519168.0,"Games, Role Playing, Strategy",5/12/2017
StrategyBall,,,0.0,,JS8 Media Inc.,4+,34159616.0,"Games, Strategy",25/09/2017
Monsters VS Farmers,,,0.0,,Javier Villegas,4+,328936448.0,"Games, Entertainment, Puzzle, Strategy",2/10/2017
Bubble Popo,,,0.0,,Liu ShunE,4+,47790080.0,"Games, Puzzle, Strategy",28/09/2017
Invasion Premium,,,2.99,"0.99, 0.99, 2.99, 5.99","PRAIM TAIM, OOO",9+,364600320.0,"Games, Strategy, Adventure",9/08/2018
CastleMustBeMine AR,,,2.99,,XiaoFeng Wang,4+,907982848.0,"Games, Simulation, Entertainment, Strategy",3/10/2017
Classic Color Circle,,,0.0,,Santiago Henao,4+,12112896.0,"Games, Entertainment, Casual, Strategy",23/09/2017
Stefanini Builder,,,0.0,,Stefanini Consultoria e Assessoria em Informatica S.A.,4+,152866816.0,"Games, Simulation, Entertainment, Strategy",23/09/2017
Vengeance Fighters,,,0.0,,Adknown,9+,81356800.0,"Games, Strategy, Role Playing, Entertainment",28/10/2017
Planet Puzzle,,,0.0,,Duriyang Charoensin,4+,12568576.0,"Games, Puzzle, Strategy",26/09/2017
Kingdom of Adventure,,,0.0,,Wei Lee,9+,48412672.0,"Games, Strategy, Board, Lifestyle",27/09/2017
Maze World - Labyrinth Game,,,0.0,0.99,Hirakumar Patel,4+,28321792.0,"Games, Education, Puzzle, Strategy",6/10/2017
Secret Palace Escape,3.5,75.0,0.0,,Mary Bolin,4+,39951360.0,"Games, Entertainment, Strategy, Puzzle",26/09/2017
UDLB - Ultra Dimension,,,0.0,0.99,Tang Cho man,9+,46649344.0,"Games, Strategy, Role Playing, Entertainment",3/02/2018
Cooking Wizard,,,0.0,,Adknown,4+,63993856.0,"Games, Strategy, Puzzle, Entertainment",21/10/2017
Onitama: The Board Game,4.5,2121.0,0.0,"2.99, 1.99, 1.99",Asmodee Digital,4+,208151552.0,"Games, Strategy, Board",7/09/2018
Tap Your Zoo - Idle Clicker,,,0.0,,REDI SP Z O O,4+,404588544.0,"Games, Strategy, Simulation",15/11/2017
Tic Tac Toe Stickers & Game +,,,0.99,,Ricky Weiss,4+,2188288.0,"Stickers, Games, Strategy, Family, Gaming, Kids & Family",23/09/2017
Hookshot Towers,,,0.0,"0.99, 0.99",Andrew Corman,9+,34839552.0,"Games, Action, Strategy",30/09/2017
Crazy AA 2020,,,0.0,,Dmitry Lushin,4+,63621120.0,"Games, Casual, Strategy",23/09/2017
Blocked!!!,,,0.0,,Steeger Gerd,12+,94423040.0,"Games, Puzzle, Entertainment, Strategy",23/10/2017
Dice Squared,,,0.0,0.99,Dean Greabell,4+,17532928.0,"Games, Strategy",2/10/2017
Heroes Tactics,,,0.0,,Alexey Naumov,9+,94595072.0,"Games, Strategy, Entertainment, Puzzle",29/09/2017
Wargame: North Africa,,,4.99,,Zihua Huo,12+,116634624.0,"Games, Action, Strategy, Reference",28/09/2017
Impeached: Be The President,4.0,82.0,0.0,"0.99, 3.99, 1.99, 0.99, 0.99, 1.99, 2.99",Justin Proulx,12+,5201920.0,"Games, Strategy, Simulation, Entertainment",12/01/2018
Jump Cube Jump!,,,0.0,,Jesus Guerra,4+,71980032.0,"Games, Entertainment, Strategy, Family",28/09/2017
Knight Numbers,,,0.0,,HP Invest OU,4+,11977728.0,"Games, Entertainment, Puzzle, Strategy",26/09/2017
360 Ball Jump,,,0.0,"0.99, 0.99",Surekha Hoskere Chandrashekhara,4+,16858112.0,"Games, Strategy, Casual",29/09/2017
Castle Kingdom Season,,,0.0,,Tuan Doan Anh,9+,162831360.0,"Games, Strategy, Sports, Action",26/09/2017
Mibster,,,0.0,4.99,"MIBSTER, LLC",4+,298173440.0,"Games, Casino, Entertainment, Strategy",24/11/2017
Master Chess Multiplayer,,,0.0,0.99,Code This Lab srl,4+,71949312.0,"Games, Entertainment, Strategy, Board",28/09/2017
Bounce Red Ball Classic,,,0.0,,Santiago Henao,4+,13433856.0,"Games, Entertainment, Casual, Strategy",27/09/2017
ColorDrawApp,,,0.99,,Bitway International USA,4+,136716288.0,"Games, Puzzle, Education, Strategy",22/02/2018
Elona Shooter,,,0.99,,Jonathan Jobs,12+,24694784.0,"Games, Strategy, Action",28/09/2017
RGB+,5.0,9.0,0.0,,Emil Mirzaian,4+,63520768.0,"Games, Entertainment, Puzzle, Strategy",5/10/2017
Whimsical War,4.5,49.0,0.0,"2.99, 9.99, 4.99, 0.99, 4.99, 39.99, 0.99, 9.99, 0.99, 19.99","GMO GP, Inc.",9+,223292416.0,"Games, Role Playing, Strategy",12/03/2018
Greedy Running Bunny,,,0.0,,bin zhou,4+,44242944.0,"Games, Action, Entertainment, Strategy",16/10/2017
AA Glow Arrow - Dancing Line,,,0.0,,Shiv Technolabs Private Limited,4+,93819904.0,"Games, Entertainment, Strategy, Puzzle",29/09/2017
BOBO,,,0.0,"3.99, 1.99",Ju YongHu,4+,83675136.0,"Games, Strategy, Puzzle",2/10/2017
Lost Artifacts,,,4.99,,8Floor,4+,194284544.0,"Games, Entertainment, Family, Strategy",20/03/2018
Northern Tale 4,3.5,62.0,0.0,5.99,Qumaron,4+,337539072.0,"Games, Entertainment, Strategy, Adventure",29/09/2017
Cat with paper door,,,0.0,,tyro develop,4+,86221824.0,"Games, Strategy, Action",7/12/2017
Zombie Evolution,4.5,343.0,0.0,"1.99, 1.99, 4.99, 1.99, 1.99, 5.99, 2.99, 5.99, 49.99",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4+,82394112.0,"Games, Simulation, Strategy, Entertainment",7/10/2017
KScript,,,0.0,,Alexandre Richet,4+,41623552.0,"Games, Simulation, Strategy",3/10/2017
KScript,,,0.0,,Alexandre Richet,4+,41623552.0,"Games, Simulation, Strategy",3/10/2017
NARUTO X BORUTO NINJA VOLTAGE,5.0,37657.0,0.0,"7.99, 7.99, 33.99, 17.99, 0.99, 79.99, 0.99, 4.99, 7.99, 32.99",BANDAI NAMCO Entertainment Inc.,12+,102757376.0,"Games, Entertainment, Action, Strategy",21/11/2017
AR Togater,,,4.99,,Fevolution Innovation inc.,4+,291211264.0,"Games, Puzzle, Strategy, Education",2/11/2017
"""Jack's Crazy Adventure""",4.0,11.0,0.0,,Huang Chenggong,4+,58326016.0,"Games, Puzzle, Strategy, Entertainment",2/10/2017
Cell Fortress,,,0.0,0.99,FalcoSun,9+,60908544.0,"Games, Simulation, Entertainment, Strategy",22/11/2017
Siege Warriors,,,0.0,,Texas PFCG Aplicativos Ltda,17+,117430272.0,"Games, Strategy, Action",24/10/2017
Million Lords: Strategy MMO,4.5,32.0,0.0,"3.99, 1.99, 89.99, 4.99, 26.99, 8.99, 9.49, 17.99, 44.99",Million Victories,4+,726798336.0,"Games, Role Playing, Strategy",27/06/2019
Idle Property Tycoon,,,0.0,"0.99, 3.99, 13.99, 49.99, 3.99, 4.99",Jonathan Bannick,4+,35399680.0,"Games, Adventure, Strategy",17/12/2017
Geek School Breakout,,,0.0,,Mary Bolin,12+,37764096.0,"Games, Entertainment, Strategy, Puzzle",2/10/2017
Airliner Factory\xae,,,11.99,4.99,Domyung Kim,4+,108235776.0,"Games, Simulation, Education, Strategy",2/10/2017
Grav-Ball,5.0,9.0,0.0,0.99,SpurDawgDev LLC,4+,30389248.0,"Games, Action, Strategy",13/10/2017
Tokle,,,0.0,,Vincent Brown,4+,24726528.0,"Games, Puzzle, Strategy, Entertainment",2/10/2017
We Are Illuminati - Clicker,5.0,2052.0,0.0,"4.99, 1.99, 4.99, 3.99, 1.99, 7.99, 4.99, 7.99, 3.99, 4.99",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,12+,103639040.0,"Games, Entertainment, Strategy, Simulation",13/03/2018
Galactic Raid,,,0.0,,Giuliano Celani,4+,21480448.0,"Games, Casual, Education, Strategy",2/10/2017
Chief Almighty,4.5,4180.0,0.0,"4.99, 0.99, 19.99, 9.99, 99.99, 24.99, 4.99, 49.99",YOTTA GAMES LIMITED,12+,167113728.0,"Games, Strategy",2/03/2018
Fantasy Mosaics 25,4.5,6.0,2.99,,Andy Jurko,4+,76945408.0,"Games, Puzzle, Strategy, Entertainment",10/11/2017
Mini Checkers Game,,,0.0,,ouamassi brahim,4+,48556032.0,"Games, Puzzle, Strategy, Entertainment",2/12/2017
Backgammon Unlimited,4.0,5.0,0.0,2.99,G Soft Team,4+,79371264.0,"Games, Strategy, Board",16/02/2018
Backgammon Unlimited,4.0,5.0,0.0,2.99,G Soft Team,4+,79371264.0,"Games, Strategy, Board",16/02/2018
Tab & Color,,,0.0,,Amardeep Sarkaria,4+,51360768.0,"Games, Strategy, Casual",5/10/2017
Swarm - Unique Puzzles,,,0.0,,Gowtam Ramanujam,4+,128318464.0,"Games, Puzzle, Strategy",3/01/2018
Plosive Explosive,,,0.0,,Melodynamic Studios LLC,4+,16050176.0,"Games, Strategy, Casual",22/11/2017
Cozzle,,,0.99,,Yasin SENLIK,4+,239038464.0,"Games, Entertainment, Strategy, Puzzle",5/10/2017
Empire,,,0.99,,ISOLGAMES,4+,95520768.0,"Games, Strategy, Board",23/11/2017
Button & Box,,,0.0,0.99,yungang wang,4+,61646848.0,"Games, Strategy, Education, Puzzle",6/10/2017
Tam Qu\u1ed1c Chi\u1ebfn- A T\xe0o \u0110\u1ee9ng L\u1ea1i,,,0.0,"9.99, 0.99, 4.99, 2.99",Quan Nguyen,9+,175338496.0,"Games, Strategy",6/11/2017
Airport-Control,4.5,38.0,0.0,1.99,mukesh patel,4+,49048576.0,"Games, Strategy, Entertainment, Simulation",11/10/2017
Stickman Prison - Escape Jail,,,0.0,,Saowakul Swangchan,4+,94686208.0,"Games, Strategy, Puzzle, Entertainment",3/10/2017
Crypt Quest,,,0.0,,SANDY SEROWSKI,12+,80448512.0,"Games, Entertainment, Strategy, Puzzle",5/10/2017
Explodes In 3,,,0.0,1.99,Leslie Chen,9+,8361984.0,"Games, Puzzle, Strategy",16/10/2017
Block Fill,,,0.0,2.99,Nanovation,4+,54042624.0,"Games, Puzzle, Strategy, Entertainment",1/11/2017
Save My Eggy Weggy,,,0.0,0.99,"D3D GAMES, LLC",9+,143810560.0,"Games, Strategy, Puzzle",27/03/2018
Clash of Balloons 2018,,,0.0,"0.99, 1.99, 4.99, 0.99",Swapan Sundoja,9+,55375872.0,"Games, Entertainment, Strategy, Family",4/11/2017
Clash Fantasy,4.0,9.0,0.0,"0.99, 4.99, 9.99, 19.99, 49.99, 99.99",Viacheslav Chyzhevskyi,12+,708500480.0,"Games, Strategy, Card",4/08/2018
Greenberg Island,,,0.0,,Greenberg Nielsen B.V.,9+,624060416.0,"Games, Strategy, Social Networking, Adventure",5/10/2017
Clone Armies,4.0,338.0,0.0,"1.99, 4.99, 0.99, 1.99, 3.99, 8.99, 15.99, 1.99, 1.99, 3.99",Elecube,9+,572251136.0,"Games, Strategy, Action, Entertainment",5/10/2017
Divine Reign,4.0,10.0,0.0,0.99,Adknown,4+,98030592.0,"Games, Strategy, Simulation, Entertainment",4/11/2017
Ivy Mayas,,,0.99,,Bitway International USA,4+,192696320.0,"Games, Puzzle, Education, Strategy",5/04/2018
Fleets of Heroes,4.5,203.0,0.0,"0.99, 4.99, 4.99, 9.99, 2.99, 4.99, 19.99, 0.99, 99.99, 2.99",Inner Hero LLC,12+,218718208.0,"Games, Simulation, Strategy",20/12/2018
Chess Two Player Chess Master,3.0,17.0,0.0,4.99,sutthiporn panploy,4+,69150720.0,"Games, Board, Strategy",5/10/2017
Frog on a log in a bog,,,0.0,,Rulo,4+,49801216.0,"Games, Casual, Strategy",4/10/2017
